Id,Label,timeset,type,trnsl_year,original_publ_year,genre,funding,gender,year,Degree,dynamic_degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber
Max Blecher,Max Blecher,"<[2010.0, Infinity]>",Author,NA,NA,NA,NA,Male,2010,3,"<[1990.0466, 1991.0466, 3]; [1991.0466, 1992.0466, 3]; [1992.0466, 1993.0466, 3]; [1993.0466, 1994.0466, 3]; [1994.0466, 1995.0466, 3]; [1995.0466, 1996.0466, 3]; [1996.0466, 1997.0466, 3]; [1997.0466, 1998.0466, 3]; [1998.0466, 1999.0466, 3]; [1999.0466, 2000.0466, 3]; [2000.0466, 2001.0466, 3]; [2001.0466, 2002.0466, 3]; [2002.0466, 2003.0466, 3]; [2003.0466, 2004.0466, 3]; [2004.0466, 2005.0466, 3]; [2005.0466, 2006.0466, 3]; [2006.0466, 2007.0466, 3]; [2007.0466, 2008.0466, 3]; [2008.0466, 2009.0466, 3]; [2009.0466, 2010.0466, 3]; [2010.0466, 2011.0466, 3]; [2011.0466, 2012.0466, 3]; [2012.0466, 2013.0466, 3]; [2013.0466, 2014.0466, 3]; [2014.0466, 2015.0466, 3]; [2015.0466, 2016.0466, 3]; [2016.0466, 2017.0466, 3]; [2017.0466, 2018.0466, 3]; [2018.0466, 2019.0466, 3]; [2019.0466, 2020.0466, 3]; [2020.0466, 2021.0466, 3]; [2021.0466, 2022.0466, 3]>",6,0.243902,0.281818,19.906169,1,0
De indringer. Gedichten,De indringer. Gedichten,"<[2008.0, Infinity]>",Book,2008,2005,Poetry,Translation and Publication Support Programme + Vlaams Fonds voor de Letteren,NA,2008,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",7,0.282051,0.33868,265.549486,3,0
Constantin Abaluta,Constantin Abaluta,"<[2008.0, Infinity]>",Author,NA,NA,NA,NA,Male,2008,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.220441,0.247381,0,3,0
Engel in het raam op het Oosten. Hedendaagse poëzie uit Roemenië,Engel in het raam op het Oosten. Hedendaagse poëzie uit Roemenië,"<[2010.0, Infinity]>",Book,2010,NA,Poetry,Translation and Publication Support Programme + Vlaams Fonds voor de Letteren,NA,2010,4,"<[1990.0466, 1991.0466, 2]; [1991.0466, 1992.0466, 2]; [1992.0466, 1993.0466, 2]; [1993.0466, 1994.0466, 2]; [1994.0466, 1995.0466, 2]; [1995.0466, 1996.0466, 2]; [1996.0466, 1997.0466, 2]; [1997.0466, 1998.0466, 2]; [1998.0466, 1999.0466, 2]; [1999.0466, 2000.0466, 2]; [2000.0466, 2001.0466, 2]; [2001.0466, 2002.0466, 2]; [2002.0466, 2003.0466, 2]; [2003.0466, 2004.0466, 2]; [2004.0466, 2005.0466, 2]; [2005.0466, 2006.0466, 2]; [2006.0466, 2007.0466, 2]; [2007.0466, 2008.0466, 2]; [2008.0466, 2009.0466, 2]; [2009.0466, 2010.0466, 2]; [2010.0466, 2011.0466, 2]; [2011.0466, 2012.0466, 2]; [2012.0466, 2013.0466, 2]; [2013.0466, 2014.0466, 2]; [2014.0466, 2015.0466, 2]; [2015.0466, 2016.0466, 2]; [2016.0466, 2017.0466, 2]; [2017.0466, 2018.0466, 2]; [2018.0466, 2019.0466, 2]; [2019.0466, 2020.0466, 2]; [2020.0466, 2021.0466, 2]; [2021.0466, 2022.0466, 2]>",7,0.279188,0.326558,10.394661,3,0
Gelittekende harten,Gelittekende harten,"<[2015.0, Infinity]>",Book,2015,1937,Prose,Vlaams Fonds voor de Letteren,NA,2015,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",7,0.282051,0.33868,238.572731,1,0
Het verlichte hol,Het verlichte hol,"<[2018.0, Infinity]>",Book,2018,1971,Prose,Vlaams Fonds voor de Letteren,NA,2018,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.310734,0.360606,172.906445,3,0
Vrouwen,Vrouwen,"<[2018.0, Infinity]>",Book,2018,1932,Prose,Vlaams Fonds voor de Letteren,NA,2018,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",7,0.284974,0.342165,149.909792,3,0
Blanke-Moor en andere sprookjes,Blanke-Moor en andere sprookjes,"<[2014.0, Infinity]>",Book,2014,NA,Prose,NA,NA,2014,5,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.376712,0.415152,978.719902,0,0
Interval,Interval,"<[2012.0, Infinity]>",Book,2012,2005,Poetry,NA,NA,2012,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",7,0.282051,0.33868,103.076196,3,0
Doina Ioanid,Doina Ioanid,"<[2011.0, Infinity]>",Author,NA,NA,NA,NA,Female,2011,7,"<[1990.0466, 1991.0466, 7]; [1991.0466, 1992.0466, 7]; [1992.0466, 1993.0466, 7]; [1993.0466, 1994.0466, 7]; [1994.0466, 1995.0466, 7]; [1995.0466, 1996.0466, 7]; [1996.0466, 1997.0466, 7]; [1997.0466, 1998.0466, 7]; [1998.0466, 1999.0466, 7]; [1999.0466, 2000.0466, 7]; [2000.0466, 2001.0466, 7]; [2001.0466, 2002.0466, 7]; [2002.0466, 2003.0466, 7]; [2003.0466, 2004.0466, 7]; [2004.0466, 2005.0466, 7]; [2005.0466, 2006.0466, 7]; [2006.0466, 2007.0466, 7]; [2007.0466, 2008.0466, 7]; [2008.0466, 2009.0466, 7]; [2009.0466, 2010.0466, 7]; [2010.0466, 2011.0466, 7]; [2011.0466, 2012.0466, 7]; [2012.0466, 2013.0466, 7]; [2013.0466, 2014.0466, 7]; [2014.0466, 2015.0466, 7]; [2015.0466, 2016.0466, 7]; [2016.0466, 2017.0466, 7]; [2017.0466, 2018.0466, 7]; [2018.0466, 2019.0466, 7]; [2019.0466, 2020.0466, 7]; [2020.0466, 2021.0466, 7]; [2021.0466, 2022.0466, 7]>",6,0.251716,0.312879,72.770151,3,0
Naden,Naden,"<[2017.0, Infinity]>",Book,2017,NA,Poetry,NA,NA,2017,4,"<[1990.0466, 1991.0466, 3]; [1991.0466, 1992.0466, 3]; [1992.0466, 1993.0466, 3]; [1993.0466, 1994.0466, 3]; [1994.0466, 1995.0466, 3]; [1995.0466, 1996.0466, 3]; [1996.0466, 1997.0466, 3]; [1997.0466, 1998.0466, 3]; [1998.0466, 1999.0466, 3]; [1999.0466, 2000.0466, 3]; [2000.0466, 2001.0466, 3]; [2001.0466, 2002.0466, 3]; [2002.0466, 2003.0466, 3]; [2003.0466, 2004.0466, 3]; [2004.0466, 2005.0466, 3]; [2005.0466, 2006.0466, 3]; [2006.0466, 2007.0466, 3]; [2007.0466, 2008.0466, 3]; [2008.0466, 2009.0466, 3]; [2009.0466, 2010.0466, 3]; [2010.0466, 2011.0466, 3]; [2011.0466, 2012.0466, 3]; [2012.0466, 2013.0466, 3]; [2013.0466, 2014.0466, 3]; [2014.0466, 2015.0466, 3]; [2015.0466, 2016.0466, 3]; [2016.0466, 2017.0466, 3]; [2017.0466, 2018.0466, 3]; [2018.0466, 2019.0466, 3]; [2019.0466, 2020.0466, 3]; [2020.0466, 2021.0466, 3]; [2021.0466, 2022.0466, 3]>",7,0.280612,0.332619,44.500682,3,0
Chaosmos: Gedichten,Chaosmos: Gedichten,"<[2004.0, Infinity]>",Book,2004,1992,Poetry,NA,NA,2004,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.302198,0.353485,204.237419,4,0
Magda Carneci,Magda Carneci,"<[2004.0, Infinity]>",Author,NA,NA,NA,NA,Female,2004,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",6,0.232558,0.256364,0,4,0
De dood leest de krant,De dood leest de krant,"<[1990.0, Infinity]>",Book,1990,1990,Poetry,NA,NA,1990,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.303867,0.355758,233.864418,4,0
Mircea Dinescu,Mircea Dinescu,"<[1990.0, Infinity]>",Author,NA,NA,NA,NA,Male,1990,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",6,0.233546,0.257576,0,4,0
De onwoorden. Gedichten,De onwoorden. Gedichten,"<[2005.0, Infinity]>",Book,2005,1969,Poetry,NA,NA,2005,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",7,0.282051,0.33868,248.864913,3,0
Nichita Stanescu,Nichita Stanescu,"<[2005.0, Infinity]>",Author,NA,NA,NA,NA,Male,2005,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.220441,0.247381,0,3,0
De schreeuw,De schreeuw,"<[2016.0, Infinity]>",Book,2016,NA,Prose,NA,NA,2016,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",7,0.282051,0.33868,222.628962,3,0
Cristian Popescu,Cristian Popescu,"<[2016.0, Infinity]>",Author,NA,NA,NA,NA,Male,2016,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.220441,0.247381,0,3,0
De terugkeer van de hooligan,De terugkeer van de hooligan,"<[2006.0, Infinity]>",Book,2006,2003,Memoir,NA,NA,2006,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",7,0.210728,0.260671,54.800673,4,0
