Id,Label,timeset,type,trnsl_year,original_publ_year,genre,funding,gender,year,Degree,dynamic_degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber
"Oorbellen, buiken en eenzaamheid","Oorbellen, buiken en eenzaamheid","<[2013.0, Infinity]>",Book,2013,NA,Poetry,NA,NA,2013,4,"<[1990.0466, 1991.0466, 3]; [1991.0466, 1992.0466, 3]; [1992.0466, 1993.0466, 3]; [1993.0466, 1994.0466, 3]; [1994.0466, 1995.0466, 3]; [1995.0466, 1996.0466, 3]; [1996.0466, 1997.0466, 3]; [1997.0466, 1998.0466, 3]; [1998.0466, 1999.0466, 3]; [1999.0466, 2000.0466, 3]; [2000.0466, 2001.0466, 3]; [2001.0466, 2002.0466, 3]; [2002.0466, 2003.0466, 3]; [2003.0466, 2004.0466, 3]; [2004.0466, 2005.0466, 3]; [2005.0466, 2006.0466, 3]; [2006.0466, 2007.0466, 3]; [2007.0466, 2008.0466, 3]; [2008.0466, 2009.0466, 3]; [2009.0466, 2010.0466, 3]; [2010.0466, 2011.0466, 3]; [2011.0466, 2012.0466, 3]; [2012.0466, 2013.0466, 3]; [2013.0466, 2014.0466, 3]; [2014.0466, 2015.0466, 3]; [2015.0466, 2016.0466, 3]; [2016.0466, 2017.0466, 3]; [2017.0466, 2018.0466, 3]; [2018.0466, 2019.0466, 3]; [2019.0466, 2020.0466, 3]; [2020.0466, 2021.0466, 3]; [2021.0466, 2022.0466, 3]>",7,0.280612,0.332619,117.474805,3,0
Ritmen om de vrouwtjesegel te temmen,Ritmen om de vrouwtjesegel te temmen,"<[2014.0, Infinity]>",Book,2014,2010,Poetry,NA,NA,2014,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.310734,0.360606,222.765846,3,0
Roemeense gedichten,Roemeense gedichten,"<[2008.0, Infinity]>",Book,2008,NA,Poetry,NA,NA,2008,4,"<[1990.0466, 1991.0466, 3]; [1991.0466, 1992.0466, 3]; [1992.0466, 1993.0466, 3]; [1993.0466, 1994.0466, 3]; [1994.0466, 1995.0466, 3]; [1995.0466, 1996.0466, 3]; [1996.0466, 1997.0466, 3]; [1997.0466, 1998.0466, 3]; [1998.0466, 1999.0466, 3]; [1999.0466, 2000.0466, 3]; [2000.0466, 2001.0466, 3]; [2001.0466, 2002.0466, 3]; [2002.0466, 2003.0466, 3]; [2003.0466, 2004.0466, 3]; [2004.0466, 2005.0466, 3]; [2005.0466, 2006.0466, 3]; [2006.0466, 2007.0466, 3]; [2007.0466, 2008.0466, 3]; [2008.0466, 2009.0466, 3]; [2009.0466, 2010.0466, 3]; [2010.0466, 2011.0466, 3]; [2011.0466, 2012.0466, 3]; [2012.0466, 2013.0466, 3]; [2013.0466, 2014.0466, 3]; [2014.0466, 2015.0466, 3]; [2015.0466, 2016.0466, 3]; [2016.0466, 2017.0466, 3]; [2017.0466, 2018.0466, 3]; [2018.0466, 2019.0466, 3]; [2019.0466, 2020.0466, 3]; [2020.0466, 2021.0466, 3]; [2021.0466, 2022.0466, 3]>",7,0.280612,0.332619,119.394661,3,0
Paul Celan,Paul Celan,"<[2008.0, Infinity]>",Author,NA,NA,NA,NA,Male,2008,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.219561,0.245108,0,3,0
Schelmen van het Oude Hof,Schelmen van het Oude Hof,"<[2019.0, Infinity]>",Book,2019,1929,Prose,NA,NA,2019,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.3125,0.362879,487.277254,5,0
Mateiu Caragiale,Mateiu Caragiale,"<[2019.0, Infinity]>",Author,NA,NA,NA,NA,Male,2019,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",6,0.238612,0.261818,0,5,0
Travestie,Travestie,"<[1996.0, Infinity]>",Book,1996,1994,Prose,NA,NA,1996,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.286458,0.337121,69.450459,4,0
Uit een verte ver voorbij de woorden,Uit een verte ver voorbij de woorden,"<[2015.0, Infinity]>",Book,2015,2014,Poetry,NA,NA,2015,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.310734,0.360606,144.947969,3,0
Verhalen uit Pantoffelland,Verhalen uit Pantoffelland,"<[2019.0, Infinity]>",Book,2019,2017,Poetry,NA,NA,2019,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",7,0.282051,0.33868,126.172308,3,0
Wat goed om Daniel Banulescu te zijn,Wat goed om Daniel Banulescu te zijn,"<[2018.0, Infinity]>",Book,2018,2010,Poetry,NA,NA,2018,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.310734,0.360606,209.645739,3,0
Daniel Banulescu,Daniel Banulescu,"<[2018.0, Infinity]>",Author,NA,NA,NA,NA,Male,2018,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",6,0.237581,0.260606,0,3,0
Jan Willem Bos,Jan Willem Bos,"<[1990.0, Infinity]>",Translator,NA,NA,NA,NA,Male,1990,22,"<[1990.0466, 1991.0466, 22]; [1991.0466, 1992.0466, 22]; [1992.0466, 1993.0466, 22]; [1993.0466, 1994.0466, 22]; [1994.0466, 1995.0466, 22]; [1995.0466, 1996.0466, 22]; [1996.0466, 1997.0466, 22]; [1997.0466, 1998.0466, 22]; [1998.0466, 1999.0466, 22]; [1999.0466, 2000.0466, 22]; [2000.0466, 2001.0466, 22]; [2001.0466, 2002.0466, 22]; [2002.0466, 2003.0466, 22]; [2003.0466, 2004.0466, 22]; [2004.0466, 2005.0466, 22]; [2005.0466, 2006.0466, 22]; [2006.0466, 2007.0466, 22]; [2007.0466, 2008.0466, 22]; [2008.0466, 2009.0466, 22]; [2009.0466, 2010.0466, 22]; [2010.0466, 2011.0466, 22]; [2011.0466, 2012.0466, 22]; [2012.0466, 2013.0466, 22]; [2013.0466, 2014.0466, 22]; [2014.0466, 2015.0466, 22]; [2015.0466, 2016.0466, 22]; [2016.0466, 2017.0466, 22]; [2017.0466, 2018.0466, 22]; [2018.0466, 2019.0466, 22]; [2019.0466, 2020.0466, 22]; [2020.0466, 2021.0466, 22]; [2021.0466, 2022.0466, 22]>",4,0.383275,0.488636,3097.152206,4,0
Jan H. Mysjkin,Jan H. Mysjkin,"<[2005.0, Infinity]>",Translator,NA,NA,NA,NA,NA,2005,25,"<[1990.0466, 1991.0466, 25]; [1991.0466, 1992.0466, 25]; [1992.0466, 1993.0466, 25]; [1993.0466, 1994.0466, 25]; [1994.0466, 1995.0466, 25]; [1995.0466, 1996.0466, 25]; [1996.0466, 1997.0466, 25]; [1997.0466, 1998.0466, 25]; [1998.0466, 1999.0466, 25]; [1999.0466, 2000.0466, 25]; [2000.0466, 2001.0466, 25]; [2001.0466, 2002.0466, 25]; [2002.0466, 2003.0466, 25]; [2003.0466, 2004.0466, 25]; [2004.0466, 2005.0466, 25]; [2005.0466, 2006.0466, 25]; [2006.0466, 2007.0466, 25]; [2007.0466, 2008.0466, 25]; [2008.0466, 2009.0466, 25]; [2009.0466, 2010.0466, 25]; [2010.0466, 2011.0466, 25]; [2011.0466, 2012.0466, 25]; [2012.0466, 2013.0466, 25]; [2013.0466, 2014.0466, 25]; [2014.0466, 2015.0466, 25]; [2015.0466, 2016.0466, 25]; [2016.0466, 2017.0466, 25]; [2017.0466, 2018.0466, 25]; [2018.0466, 2019.0466, 25]; [2019.0466, 2020.0466, 25]; [2020.0466, 2021.0466, 25]; [2021.0466, 2022.0466, 25]>",6,0.383275,0.509242,3280.636963,3,0
Charlotte van Rooden,Charlotte van Rooden,"<[2020.0, Infinity]>",Translator,NA,NA,NA,NA,Female,2020,2,"<[1990.0466, 1991.0466, 2]; [1991.0466, 1992.0466, 2]; [1992.0466, 1993.0466, 2]; [1993.0466, 1994.0466, 2]; [1994.0466, 1995.0466, 2]; [1995.0466, 1996.0466, 2]; [1996.0466, 1997.0466, 2]; [1997.0466, 1998.0466, 2]; [1998.0466, 1999.0466, 2]; [1999.0466, 2000.0466, 2]; [2000.0466, 2001.0466, 2]; [2001.0466, 2002.0466, 2]; [2002.0466, 2003.0466, 2]; [2003.0466, 2004.0466, 2]; [2004.0466, 2005.0466, 2]; [2005.0466, 2006.0466, 2]; [2006.0466, 2007.0466, 2]; [2007.0466, 2008.0466, 2]; [2008.0466, 2009.0466, 2]; [2009.0466, 2010.0466, 2]; [2010.0466, 2011.0466, 2]; [2011.0466, 2012.0466, 2]; [2012.0466, 2013.0466, 2]; [2013.0466, 2014.0466, 2]; [2014.0466, 2015.0466, 2]; [2015.0466, 2016.0466, 2]; [2016.0466, 2017.0466, 2]; [2017.0466, 2018.0466, 2]; [2018.0466, 2019.0466, 2]; [2019.0466, 2020.0466, 2]; [2020.0466, 2021.0466, 2]; [2021.0466, 2022.0466, 2]>",8,0.174326,0.207165,5.446154,5,0
Ellen Bredius,Ellen Bredius,"<[2006.0, Infinity]>",Translator,NA,NA,NA,NA,Female,2006,2,"<[1990.0466, 1991.0466, 2]; [1991.0466, 1992.0466, 2]; [1992.0466, 1993.0466, 2]; [1993.0466, 1994.0466, 2]; [1994.0466, 1995.0466, 2]; [1995.0466, 1996.0466, 2]; [1996.0466, 1997.0466, 2]; [1997.0466, 1998.0466, 2]; [1998.0466, 1999.0466, 2]; [1999.0466, 2000.0466, 2]; [2000.0466, 2001.0466, 2]; [2001.0466, 2002.0466, 2]; [2002.0466, 2003.0466, 2]; [2003.0466, 2004.0466, 2]; [2004.0466, 2005.0466, 2]; [2005.0466, 2006.0466, 2]; [2006.0466, 2007.0466, 2]; [2007.0466, 2008.0466, 2]; [2008.0466, 2009.0466, 2]; [2009.0466, 2010.0466, 2]; [2010.0466, 2011.0466, 2]; [2011.0466, 2012.0466, 2]; [2012.0466, 2013.0466, 2]; [2013.0466, 2014.0466, 2]; [2014.0466, 2015.0466, 2]; [2015.0466, 2016.0466, 2]; [2016.0466, 2017.0466, 2]; [2017.0466, 2018.0466, 2]; [2018.0466, 2019.0466, 2]; [2019.0466, 2020.0466, 2]; [2020.0466, 2021.0466, 2]; [2021.0466, 2022.0466, 2]>",6,0.212766,0.241515,11.036783,4,0
Jeanette Carp,Jeanette Carp,"<[2014.0, Infinity]>",Translator,NA,NA,NA,NA,Mixed,2014,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",2,0.555556,0.6,0,2,1
Uitgeverij Vleugels,Uitgeverij Vleugels,"<[2015.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2015,9,"<[1990.0466, 1991.0466, 9]; [1991.0466, 1992.0466, 9]; [1992.0466, 1993.0466, 9]; [1993.0466, 1994.0466, 9]; [1994.0466, 1995.0466, 9]; [1995.0466, 1996.0466, 9]; [1996.0466, 1997.0466, 9]; [1997.0466, 1998.0466, 9]; [1998.0466, 1999.0466, 9]; [1999.0466, 2000.0466, 9]; [2000.0466, 2001.0466, 9]; [2001.0466, 2002.0466, 9]; [2002.0466, 2003.0466, 9]; [2003.0466, 2004.0466, 9]; [2004.0466, 2005.0466, 9]; [2005.0466, 2006.0466, 9]; [2006.0466, 2007.0466, 9]; [2007.0466, 2008.0466, 9]; [2008.0466, 2009.0466, 9]; [2009.0466, 2010.0466, 9]; [2010.0466, 2011.0466, 9]; [2011.0466, 2012.0466, 9]; [2012.0466, 2013.0466, 9]; [2013.0466, 2014.0466, 9]; [2014.0466, 2015.0466, 9]; [2015.0466, 2016.0466, 9]; [2016.0466, 2017.0466, 9]; [2017.0466, 2018.0466, 9]; [2018.0466, 2019.0466, 9]; [2019.0466, 2020.0466, 9]; [2020.0466, 2021.0466, 9]; [2021.0466, 2022.0466, 9]>",6,0.260047,0.333788,138.232366,3,0
Poëziecentrum,Poëziecentrum,"<[2008.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2008,5,"<[1990.0466, 1991.0466, 5]; [1991.0466, 1992.0466, 5]; [1992.0466, 1993.0466, 5]; [1993.0466, 1994.0466, 5]; [1994.0466, 1995.0466, 5]; [1995.0466, 1996.0466, 5]; [1996.0466, 1997.0466, 5]; [1997.0466, 1998.0466, 5]; [1998.0466, 1999.0466, 5]; [1999.0466, 2000.0466, 5]; [2000.0466, 2001.0466, 5]; [2001.0466, 2002.0466, 5]; [2002.0466, 2003.0466, 5]; [2003.0466, 2004.0466, 5]; [2004.0466, 2005.0466, 5]; [2005.0466, 2006.0466, 5]; [2006.0466, 2007.0466, 5]; [2007.0466, 2008.0466, 5]; [2008.0466, 2009.0466, 5]; [2009.0466, 2010.0466, 5]; [2010.0466, 2011.0466, 5]; [2011.0466, 2012.0466, 5]; [2012.0466, 2013.0466, 5]; [2013.0466, 2014.0466, 5]; [2014.0466, 2015.0466, 5]; [2015.0466, 2016.0466, 5]; [2016.0466, 2017.0466, 5]; [2017.0466, 2018.0466, 5]; [2018.0466, 2019.0466, 5]; [2019.0466, 2020.0466, 5]; [2020.0466, 2021.0466, 5]; [2021.0466, 2022.0466, 5]>",6,0.279898,0.315606,74.691386,3,0
Pegasus,Pegasus,"<[2015.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2015,6,"<[1990.0466, 1991.0466, 6]; [1991.0466, 1992.0466, 6]; [1992.0466, 1993.0466, 6]; [1993.0466, 1994.0466, 6]; [1994.0466, 1995.0466, 6]; [1995.0466, 1996.0466, 6]; [1996.0466, 1997.0466, 6]; [1997.0466, 1998.0466, 6]; [1998.0466, 1999.0466, 6]; [1999.0466, 2000.0466, 6]; [2000.0466, 2001.0466, 6]; [2001.0466, 2002.0466, 6]; [2002.0466, 2003.0466, 6]; [2003.0466, 2004.0466, 6]; [2004.0466, 2005.0466, 6]; [2005.0466, 2006.0466, 6]; [2006.0466, 2007.0466, 6]; [2007.0466, 2008.0466, 6]; [2008.0466, 2009.0466, 6]; [2009.0466, 2010.0466, 6]; [2010.0466, 2011.0466, 6]; [2011.0466, 2012.0466, 6]; [2012.0466, 2013.0466, 6]; [2013.0466, 2014.0466, 6]; [2014.0466, 2015.0466, 6]; [2015.0466, 2016.0466, 6]; [2016.0466, 2017.0466, 6]; [2017.0466, 2018.0466, 6]; [2018.0466, 2019.0466, 6]; [2019.0466, 2020.0466, 6]; [2020.0466, 2021.0466, 6]; [2021.0466, 2022.0466, 6]>",6,0.254042,0.311515,574.075771,5,0
De Bezige Bij,De Bezige Bij,"<[2010.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2010,5,"<[1990.0466, 1991.0466, 5]; [1991.0466, 1992.0466, 5]; [1992.0466, 1993.0466, 5]; [1993.0466, 1994.0466, 5]; [1994.0466, 1995.0466, 5]; [1995.0466, 1996.0466, 5]; [1996.0466, 1997.0466, 5]; [1997.0466, 1998.0466, 5]; [1998.0466, 1999.0466, 5]; [1999.0466, 2000.0466, 5]; [2000.0466, 2001.0466, 5]; [2001.0466, 2002.0466, 5]; [2002.0466, 2003.0466, 5]; [2003.0466, 2004.0466, 5]; [2004.0466, 2005.0466, 5]; [2005.0466, 2006.0466, 5]; [2006.0466, 2007.0466, 5]; [2007.0466, 2008.0466, 5]; [2008.0466, 2009.0466, 5]; [2009.0466, 2010.0466, 5]; [2010.0466, 2011.0466, 5]; [2011.0466, 2012.0466, 5]; [2012.0466, 2013.0466, 5]; [2013.0466, 2014.0466, 5]; [2014.0466, 2015.0466, 5]; [2015.0466, 2016.0466, 5]; [2016.0466, 2017.0466, 5]; [2017.0466, 2018.0466, 5]; [2018.0466, 2019.0466, 5]; [2019.0466, 2020.0466, 5]; [2020.0466, 2021.0466, 5]; [2021.0466, 2022.0466, 5]>",6,0.227743,0.274545,12.220167,4,0
